algorithm,mode,backend,repeat,transpile_seed,job_id,flow_bits,reads,probability,surrogate_qubo_energy,top50_rank,exact_repaired_qubo_energy,match,matched_ip_obj,repaired_aux_bits,repaired_full_bits
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0110010010000000000,1,0.000244140625,642.4709937499688,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1000111010000000000,1,0.000244140625,505.42921874999683,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1001110110000000000,1,0.000244140625,83.79679375,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0011110110000000000,1,0.000244140625,354.01356874999897,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1010001110000000000,1,0.000244140625,227.60516874998712,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0100000001000000000,1,0.000244140625,282.59454374995744,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0000110001000000000,1,0.000244140625,239.8173437499854,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0001110001000000000,1,0.000244140625,218.5656937499948,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0000001001000000000,1,0.000244140625,330.2729437499827,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1110001001000000000,1,0.000244140625,519.70909374996,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0110010101000000000,1,0.000244140625,560.4983937499649,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0000110101000000000,1,0.000244140625,154.32074374999115,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1010101101000000000,1,0.000244140625,145.63256874998797,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1000111101000000000,1,0.000244140625,337.9600187499884,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0110111101000000000,1,0.000244140625,490.6478687499841,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0100110011000000000,1,0.000244140625,545.2773437499802,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0110110011000000000,1,0.000244140625,791.1199687499804,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1000101011000000000,1,0.000244140625,686.1394187499923,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1110101111000000000,1,0.000244140625,493.8408687499875,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0001000000100000000,1,0.000244140625,276.3231437500083,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0001100000100000000,1,0.000244140625,276.32314375002284,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1010010000100000000,1,0.000244140625,294.6146937499748,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0010011000100000000,1,0.000244140625,612.4988687499904,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1000111000100000000,1,0.000244140625,491.9011437500035,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1001110100100000000,2,0.00048828125,113.01701875000549,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1011110100100000000,1,0.000244140625,273.36304374999395,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1000001100100000000,1,0.000244140625,224.72426875000292,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0100011100100000000,1,0.000244140625,441.49466874998666,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0110010010100000000,1,0.000244140625,1009.1835437499815,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1110001010100000000,1,0.000244140625,818.7751937499906,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1010101010100000000,1,0.000244140625,508.82111875000965,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0111111010100000000,1,0.000244140625,1495.183418750007,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1010101110100000000,1,0.000244140625,337.8279187500086,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1000100001100000000,1,0.000244140625,635.591118749991,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1100110001100000000,1,0.000244140625,528.749268749976,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1100011001100000000,1,0.000244140625,886.3817437499686,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0000000101100000000,1,0.000244140625,424.8496187499902,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1100100101100000000,1,0.000244140625,453.93974374998584,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0100001101100000000,1,0.000244140625,472.58581874998094,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1011000000010000000,1,0.000244140625,457.854318749992,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0110010000010000000,1,0.000244140625,653.1280687499752,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0010101100010000000,1,0.000244140625,284.0105437500083,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0101111100010000000,1,0.000244140625,594.0472187500034,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0011100010010000000,1,0.000244140625,499.1085437500142,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1010100110010000000,1,0.000244140625,239.49624374999598,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0001010110010000000,1,0.000244140625,221.20469375000448,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1010100101010000000,1,0.000244140625,243.0202437499904,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0000010101010000000,1,0.000244140625,160.4837437499873,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1101110101010000000,1,0.000244140625,232.44466874999353,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0100011101010000000,1,0.000244140625,443.3355937499796,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0000100011010000000,1,0.000244140625,551.411443750005,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0000010011010000000,1,0.000244140625,476.60191874998736,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1100110011010000000,1,0.000244140625,420.1954437499876,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1101001011010000000,1,0.000244140625,788.6374937499888,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0000001000110000000,1,0.000244140625,276.6355687500163,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0001101000110000000,1,0.000244140625,298.13221875003137,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1000011000110000000,1,0.000244140625,583.5607437499987,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1001111000110000000,1,0.000244140625,434.06419375001246,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0101010100110000000,1,0.000244140625,581.7531437499983,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0110110100110000000,1,0.000244140625,442.7385687499982,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1000101100110000000,1,0.000244140625,230.88726875001498,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0001111100110000000,1,0.000244140625,308.81929375001937,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1100011010110000000,1,0.000244140625,803.5241437499981,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0101010110110000000,1,0.000244140625,726.8781187500047,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0101110110110000000,1,0.000244140625,555.8849187500111,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0101010001110000000,1,0.000244140625,901.3953187499851,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0011010001110000000,2,0.00048828125,901.4063187499878,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0010101101110000000,1,0.000244140625,307.7666187500049,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1100011101110000000,1,0.000244140625,550.5583437499874,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0010111101110000000,1,0.000244140625,425.32444374999955,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1000010011110000000,1,0.000244140625,989.9335187499903,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0000110011110000000,1,0.000244140625,950.1852187500056,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0100001011110000000,1,0.000244140625,1029.982643749992,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1111111011110000000,1,0.000244140625,1668.369543750004,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1101101111110000000,1,0.000244140625,813.3636437500024,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1000000000001000000,1,0.000244140625,269.8486437499828,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0000010000001000000,1,0.000244140625,240.7874187499831,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1000010000001000000,1,0.000244140625,280.5357187499742,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0100101000001000000,1,0.000244140625,277.83654374999105,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0111111000001000000,1,0.000244140625,1132.9649437499904,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0101000100001000000,1,0.000244140625,668.4218187499871,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1110100100001000000,1,0.000244140625,462.28479374998346,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0000110100001000000,1,0.000244140625,240.7874187500015,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0011011110001000000,1,0.000244140625,839.8909437499981,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1110000001001000000,1,0.000244140625,546.811318749961,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0101000001001000000,1,0.000244140625,667.4517437499751,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1001010001001000000,1,0.000244140625,343.8105937499754,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1100110001001000000,1,0.000244140625,268.90746874997467,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1100000101001000000,1,0.000244140625,322.34284374996923,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1010000101001000000,1,0.000244140625,322.353843749976,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1000100101001000000,1,0.000244140625,439.8717687499925,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0001100101001000000,1,0.000244140625,378.8718187500067,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0010010101001000000,1,0.000244140625,314.6667687499787,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0110101101001000000,1,0.000244140625,479.9607937499877,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0000111101001000000,1,0.000244140625,383.7083187499986,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1000100011001000000,1,0.000244140625,755.9899437499889,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1101100011001000000,1,0.000244140625,766.8284187499867,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1110110011001000000,1,0.000244140625,745.3716687499839,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1111010111001000000,1,0.000244140625,1194.351318749988,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0100111111001000000,1,0.000244140625,582.2975687499943,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1000010000101000000,1,0.000244140625,369.38431874998696,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1100110000101000000,1,0.000244140625,294.6036937499889,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1110111000101000000,1,0.000244140625,641.5889937499901,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1000000100101000000,1,0.000244140625,315.9489437499992,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1101000100101000000,1,0.000244140625,540.5289187499902,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1101001100101000000,1,0.000244140625,534.8008437499961,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1000111100101000000,1,0.000244140625,406.4045437500074,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1000100010101000000,1,0.000244140625,717.5637187500088,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1111111010101000000,1,0.000244140625,1363.9385187500036,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0100110110101000000,1,0.000244140625,485.476968750002,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1110111110101000000,1,0.000244140625,701.2173687500049,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0000000001101000000,1,0.000244140625,595.8428187499908,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1100000001101000000,1,0.000244140625,624.93294374997,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0110000001101000000,1,0.000244140625,1002.0204687499727,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0010001001101000000,1,0.000244140625,729.0866187499914,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0011100101101000000,1,0.000244140625,820.4337937499965,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0100110101101000000,1,0.000244140625,489.00096874999326,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1100110101101000000,1,0.000244140625,443.2526687499917,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1100111101101000000,1,0.000244140625,544.3953437499954,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0011100011101000000,1,0.000244140625,1457.1642187499967,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1000010111101000000,1,0.000244140625,983.7705187499921,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1100001111101000000,1,0.000244140625,978.0713437499921,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0000010000011000000,1,0.000244140625,246.9504187499956,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0111010000011000000,1,0.000244140625,1187.6043187499868,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0000000100011000000,1,0.000244140625,321.7599437500048,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1110000100011000000,1,0.000244140625,553.9443937499818,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1000100100011000000,1,0.000244140625,447.00484375000406,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1100010100011000000,1,0.000244140625,276.040543749981,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0000001100011000000,1,0.000244140625,337.40601875000493,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0100001100011000000,1,0.000244140625,369.49614374998646,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0010001100011000000,1,0.000244140625,369.50714375000007,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,0101011100011000000,1,0.000244140625,850.5370187499941,,,,,,
QAOA_reduced_surrogate_JuliQAOA_IBM_pilot,hardware,ibm_fez,1,92001,d8pg2hmgbcrc73f20540,1100111100011000000,1,0.000244140625,313.0607687499894,,,,,,
