algorithm,seed,result,reads,probability,qubo_energy,energy_check_abs_error,match,projection_match,encoded_match,aux_consistent,best_aux_bits,best_full_bits_for_projection,best_aux_qubo_energy,qubo_energy_gap_to_best_aux,aux_hamming_to_best,matched_ip_obj,flow_bits,full_bits,number_of_reads,maximum_iterations,number_of_layers,use_fast_aer_backend,fast_aer_precision,fast_aer_threads,fast_mps_truncation_threshold,fast_mps_max_bond_dimension
VQE,20260613,14,1,0.0078125,886.2418999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000100011100101,101011001101001011100000100011100101,501.5071999999996,384.73470000000015,7,,1010110011010010111,101011001101001011110110100101010101,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,15,1,0.0078125,899.8756999999997,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10010001010100000,110111000000010100110010001010100000,686.1341999999997,213.74149999999986,5,,1101110000000101001,110111000000010100110100011011000000,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,16,1,0.0078125,910.9716999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000100010100000,101111001001110000010000100010100000,355.2437999999997,555.7278999999999,9,,1011110010011100000,101111001001110000011011001111110001,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,17,1,0.0078125,930.6152999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,01000111110000011,000010110101110011101000111110000011,332.13909999999987,598.4761999999998,8,,0000101101011100111,000010110101110011110000001110010100,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,18,1,0.0078125,945.5440999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10011111100000000,100101100000000000010011111100000000,475.3127999999997,470.2312999999999,9,,1001011000000000000,100101100000000000011100110101101001,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,19,1,0.0078125,948.8543999999997,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00010000011110111,111011000000000011100010000011110111,350.3781999999997,598.4761999999998,8,,1110110000000000111,111011000000000011101011111110110110,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,20,1,0.0078125,950.2509999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000001010100100,110111011000101101000000001010100100,437.27139999999963,512.9796000000001,10,,1101110110001011010,110111011000101101001111010000010000,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,21,1,0.0078125,951.5688999999995,1.1368683772161603e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000000000100110,111110110010000101100000000000100110,652.3307999999995,299.2380999999999,7,,1111101100100001011,111110110010000101110011001000110101,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,22,1,0.0078125,1004.1288999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,01000101000000100,000010110011101101001000101000000100,320.1560999999998,683.9727999999999,8,,0000101100111011010,000010110011101101000101101110110000,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,23,1,0.0078125,1011.6728999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,11000101000000000,000010110111000100011000101000000000,455.94499999999977,555.7279000000001,9,,0000101101110001000,000010110111000100001110110101010001,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,24,1,0.0078125,1041.5439999999994,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000101010110000,111001100100001000010000101010110000,913.2990999999996,128.24490000000003,3,,1110011001000010000,111001100100001000010000101100010000,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,25,1,0.0078125,1046.2730999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00010101110100101,110001110001001011000010101110100101,747.0349999999999,299.2380999999998,5,,1100011100010010110,110001110001001011010000100100100001,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,26,1,0.0078125,1054.5160999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100100011000100,001010001101101101100100100011000100,541.5364999999997,512.9795999999997,8,,0010100011011011011,001010001101101101101000000100110100,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,27,1,0.0078125,1080.6478999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100001010000011,110100010100110001000100001010000011,524.9199999999997,555.7279,11,,1101000101001100010,110100010100110001011000110100100000,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,28,1,0.0078125,1082.6982999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100000011100000,111010001000010010100100000011100000,526.9703999999997,555.7278999999999,7,,1110100010000100101,111010001000010010111101100111110100,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,29,1,0.0078125,1088.9622999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000000011110000,111011001001001010100000000011110000,404.9894999999998,683.9727999999999,10,,1110110010010010101,111011001001001010111000101100101100,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,30,1,0.0078125,1093.7298999999994,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100000000000101,110100011011101011100100000000000101,666.2468999999996,427.48299999999995,6,,1101000110111010111,110100011011101011101101000001010000,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,31,1,0.0078125,1101.7383999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000101110100101,010001100101101011100000101110100101,717.0036999999998,384.7347,7,,0100011001011010111,010001100101101011110110101111010100,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,32,1,0.0078125,1127.5507999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,11100101011000000,000010001001110000011100101011000000,358.08139999999986,769.4693999999997,10,,0000100010011100000,000010001001110000001011101110110110,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,33,1,0.0078125,1131.5256999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00101000010000111,010000011011000001100101000010000111,404.8045999999997,726.7211,9,,0100000110110000011,010000011011000001100000111010110001,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,34,1,0.0078125,1135.3957999999996,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,01000101000001001,000011110110111001101000101000001001,622.4161999999995,512.9796000000002,8,,0000111101101110011,000011110110111001111001001111101101,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,35,1,0.0078125,1138.0308,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,01000101000000000,000010110011101110001000101000000000,710.5477999999999,427.48300000000006,8,,0000101100111011100,000010110011101110011101000101001000,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,36,1,0.0078125,1165.5484999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000000000101000,101111000010101010000000000000101000,695.3171999999996,470.2312999999998,7,,1011110000101010100,101111000010101010010000110011101101,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,37,1,0.0078125,1167.7485999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000101000001000,000111110010101100110000101000001000,697.5172999999996,470.2312999999998,9,,0001111100101011001,000111110010101100111101010000100100,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,38,1,0.0078125,1180.1329999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000001011100000,010001001100000010000000001011100000,709.9016999999997,470.2312999999997,11,,0100010011000000100,010001001100000010001111011110010101,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,39,1,0.0078125,1182.1460999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,01100101011000011,000010000101110011101100101011000011,412.67669999999987,769.4693999999996,12,,0000100001011100111,000010000101110011110011010000010001,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,40,1,0.0078125,1204.7642999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000100011100000,101001001000011000110000100011100000,734.5329999999997,470.2312999999999,9,,1010010010000110001,101001001000011000111000111000010101,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,41,1,0.0078125,1214.7982999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000000010101000,101011011010100110000000000010101000,701.8186999999998,512.9795999999997,10,,1010110110101001100,101011011010100110001110000101011101,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,42,1,0.0078125,1230.0231999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000101010100101,011000110101001011000000101010100101,845.2884999999997,384.7347,7,,0110001101010010110,011000110101001011010011101010010000,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,43,1,0.0078125,1255.6121999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00010111100000000,000111110000101010100010111100000000,528.8910999999998,726.7210999999998,11,,0001111100001010101,000111110000101010110110100111111101,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,44,1,0.0078125,1260.8135999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000000010101000,010011000011111010100000000010101000,705.0856999999996,555.7278999999999,9,,0100110000111110101,010011000011111010100011101001011100,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,45,1,0.0078125,1296.3868999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10100000010000000,110010000110001000010100000010000000,655.1623999999997,641.2244999999998,9,,1100100001100010000,110010000110001000000101101111001110,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,46,1,0.0078125,1303.0853999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000100000000101,001110110010101011000000100000000101,832.8540999999997,470.2312999999998,7,,0011101100101010110,001110110010101011001000001010101100,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,47,1,0.0078125,1305.3147999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000000000100111,111000100011100011100000000000100111,621.3419999999998,683.9727999999999,12,,1110001000111000111,111000100011100011100111101111110000,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,48,1,0.0078125,1307.0504999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000101010000000,100111001100011010100000101010000000,1093.3089999999995,213.74149999999986,7,,1001110011000110101,100111001100011010100010000101001000,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,49,1,0.0078125,1326.7215999999994,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00111000010100111,111100000000100001000111000010100111,984.7351999999996,341.9864,6,,1111000000001000010,111100000000100001000111001010111000,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,50,1,0.0078125,1336.7222999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,11000000010001000,100011010011110100111000000010001000,481.75629999999967,854.9659999999998,12,,1000110100111101001,100011010011110100101111111110010011,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,51,1,0.0078125,1340.7127999999996,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00010111100000100,100101100000101111100010111100000100,955.9780999999998,384.7347,5,,1001011000001011111,100101100000101111100010110000110110,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,52,1,0.0078125,1346.8636999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000000000101000,010111000011110110100000000000101000,919.3806999999997,427.4829999999997,6,,0101110000111101101,010111000011110110111000001001100001,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,53,1,0.0078125,1349.0962999999997,4.547473508864641e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,01100000010000000,000010000110001010001100000010000000,836.1166999999997,512.9795999999996,6,,0000100001100010100,000010000110001010001010001100010000,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,54,1,0.0078125,1349.2187999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100000000000000,000100010110001010000100000000000000,750.7425999999997,598.4762,8,,0001000101100010100,000100010110001010001110000111011001,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,55,1,0.0078125,1386.1255999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,11000000010001000,000011000110101100111000000010001000,915.8942999999997,470.2312999999997,9,,0000110001101011001,000011000110101100111110110001010100,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,56,1,0.0078125,1390.8263999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10100000011100000,111010011101010000110100000011100000,621.3569999999996,769.4693999999998,10,,1110100111010100001,111010011101010000101010001101110101,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,57,1,0.0078125,1391.6430999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000101000000000,100100100011101110000000101000000000,878.6634999999997,512.9795999999999,8,,1001001000111011100,100100100011101110001000010010100110,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,58,1,0.0078125,1392.7760999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000000000001000,100101011011010110000000000000001000,922.5447999999997,470.2312999999999,7,,1001010110110101100,100101011011010110000100110101101100,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,59,1,0.0078125,1394.6329999999996,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000001000000011,010100110011110011100000001000000011,667.9118999999998,726.7210999999995,11,,0101001100111100111,010100110011110011101000110101110100,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,60,1,0.0078125,1395.8669999999995,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000000000101011,010111011011110011000000000000101011,797.3907999999996,598.4762000000002,10,,0101110110111100110,010111011011110011010110001100011100,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,61,1,0.0078125,1421.1097999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000100011100000,101011011000111101100000100011100000,608.8920999999996,812.2177000000001,13,,1010110110001111011,101011011000111101111111101100010110,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,62,1,0.0078125,1425.5246999999993,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000000011110000,111001011000111010000000000011110000,1083.5382999999997,341.9863999999998,6,,1110010110001110100,111001011000111010010000101110110001,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,63,1,0.0078125,1433.4287999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100000010000100,110010011110101101100100000010000100,1048.6940999999995,384.7347000000002,5,,1100100111101011011,110010011110101101100001101011000100,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,64,1,0.0078125,1462.6834999999996,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000000000100000,111110100010110000110000000000100000,864.2072999999995,598.4762,6,,1111101000101100001,111110100010110000101000001110101000,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,65,1,0.0078125,1468.8951999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,01100000010000000,000000000010101110001100000010000000,870.4189999999996,598.4761999999998,6,,0000000000101011100,000000000010101110011100001100110000,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,66,1,0.0078125,1470.0486999999998,4.547473508864641e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000101000001000,100101110011110100110000101000001000,743.3275999999997,726.7210999999996,9,,1001011100111101001,100101110011110100110100110111101110,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,67,1,0.0078125,1471.7650999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100001011000000,010010001000101110000100001011000000,958.7854999999997,512.9795999999999,8,,0100100010001011100,010010001000101110011001001110010100,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,68,1,0.0078125,1475.7064999999993,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10101000010100000,111100001101000000110101000010100000,1133.7200999999995,341.9864,6,,1111000011010000001,111100001101000000100011010000100001,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,69,1,0.0078125,1479.3079999999993,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000000000111111,011001100011100011100000000000111111,1051.8249999999996,427.4829999999995,6,,0110011000111000111,011001100011100011110001101100111011,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,70,1,0.0078125,1480.7191999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,01100000010000000,000010001011111010001100000010000000,1010.4878999999996,470.2312999999999,7,,0000100010111110100,000010001011111010001001100111001001,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,71,1,0.0078125,1484.9064999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000101000100100,111110110101001111100000101000100100,1057.4234999999994,427.4830000000002,8,,1111101101010011111,111110110101001111110001010101110100,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,72,1,0.0078125,1486.1505999999995,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000001000000101,110100111111101001100000001000000101,887.6743999999995,598.4762000000002,10,,1101001111111010011,110100111111101001110001111110010010,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,73,1,0.0078125,1526.7264999999998,4.547473508864641e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,11000000010001000,000011011111101100111000000010001000,970.9985999999997,555.7278999999996,9,,0000110111111011001,000011011111101100100001101100100000,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,74,1,0.0078125,1529.5223999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000100000101000,101001110111001110100000100000101000,1059.2910999999995,470.2312999999999,9,,1010011101110011101,101001110111001110101000111110010010,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,75,1,0.0078125,1564.3867999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,11000111110000000,000010101100011000111000111110000000,1094.1554999999998,470.2312999999999,5,,0000101011000110001,000010101100011000111010100110100100,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,76,1,0.0078125,1575.1736999999998,4.547473508864641e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000111010100101,101001101101001011000000111010100101,1062.1940999999997,512.9795999999997,8,,1010011011010010110,101001101101001011000111110001001101,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,77,1,0.0078125,1597.9313999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000000000100000,111110110011111000010000000000100000,956.7068999999995,641.2245,9,,1111101100111110000,111110110011111000010000111011011001,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,78,1,0.0078125,1598.0990999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,01100000010000010,100010000110110101101100000010000010,743.1330999999997,854.9659999999998,10,,1000100001101101011,100010000110110101100011001101110010,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,79,1,0.0078125,1598.2935999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000101000001000,100111100011010100010000101000001000,914.3207999999996,683.9727999999999,10,,1001111000110101000,100111100011010100011101110101010100,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,80,1,0.0078125,1600.5859999999998,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000111010100000,101011100100011101000000111010100000,1173.1029999999996,427.4830000000002,6,,1010111001000111010,101011100100011101011001011011110000,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,81,1,0.0078125,1601.2913999999994,2.2737367544323206e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000101000100000,111110101000000110100000101000100000,917.3185999999995,683.9727999999997,8,,1111101010000001101,111110101000000110110001101011001011,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,82,1,0.0078125,1655.761699999999,4.547473508864641e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100000010100011,111110001101110011100100000010100011,1057.2854999999995,598.4762000000001,8,,1111100011011100111,111110001101110011110011001011100000,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,83,1,0.0078125,1656.5877999999998,4.547473508864641e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000100000000111,001100111011100011000000100000000111,1015.3632999999996,641.2244999999997,9,,0011001110111000110,001100111011100011011110110100101101,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,84,1,0.0078125,1656.9592999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000001000000000,110000111111101100010000001000000000,1015.7347999999997,641.2244999999998,7,,1100001111111011000,110000111111101100011111001011001000,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,85,1,0.0078125,1680.6589999999992,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000000000111000,011111011010110000110000000000111000,1253.1759999999995,427.4829999999997,6,,0111110110101100001,011111011010110000110111000100100000,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,86,1,0.0078125,1686.9800999999993,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000100000101111,001111110010100011000000100000101111,1003.0072999999996,683.9727999999997,10,,0011111100101000110,001111110010100011000110101110110000,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,87,1,0.0078125,1689.5680999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000001000000000,110100101010110010000000001000000000,1176.5884999999996,512.9795999999999,6,,1101001010101100100,110100101010110010001010001110100001,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,88,1,0.0078125,1698.5070999999998,4.547473508864641e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000101100000010,110100100101110111100000101100000010,843.5410999999997,854.9659999999997,8,,1101001001011101111,110100100101110111111001100011010010,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,89,1,0.0078125,1725.5382999999993,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000101000110000,111101110100010000110000101000110000,1212.5586999999996,512.9795999999997,6,,1111011101000100001,111101110100010000101000111011110001,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,90,1,0.0078125,1726.5357999999992,4.547473508864641e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000000010111000,111011001010000010000000000010111000,786.0731999999997,940.4626,10,,1110110010100000100,111011001010000010001110011110010011,128,10,1,true,single,8,1.0e-10,64
