algorithm,mode,backend,repeat,transpile_seed,job_id,full_bits,flow_bits,reads,probability,raw_qubo_energy,exact_repaired_qubo_energy,top50_rank,match,matched_ip_obj,repaired_aux_bits,repaired_full_bits,encoded_repaired_match
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,000001010011011000000000010000000000,0000010100110110000,1,0.000244140625,826.3116999999996,612.5701999999998,,not_top50,,11000000010001000,000001010011011000011000000010001000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,101001011010001001011100010000000000,1010010110100010010,1,0.000244140625,909.4721999999995,524.7374999999997,,not_top50,,00000000010101101,101001011010001001000000000010101101,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,100000000010010001011010010000000000,1000000000100100010,1,0.000244140625,603.9001999999996,304.6620999999998,,not_top50,,01100000010000011,100000000010010001001100000010000011,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,100011100111111000111010010000000000,1000111001111110001,1,0.000244140625,1222.7223999999997,1008.9808999999993,,not_top50,,11000101000001000,100011100111111000111000101000001000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,101001001100010110101110010000000000,1010010011000101101,1,0.000244140625,1606.6369999999993,1179.1539999999995,,not_top50,,00000100011100000,101001001100010110100000100011100000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,000001001000101000111001010000000000,0000010010001010001,1,0.000244140625,608.5091999999997,352.01939999999985,,not_top50,,11000101011000000,000001001000101000111000101011000000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,001010001010100101010011010000000000,0010100010101001010,1,0.000244140625,1083.8963999999996,656.4133999999998,,not_top50,,00100000010000110,001010001010100101000100000010000110,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,111110110110011011000111010000000000,1111101101100110110,1,0.000244140625,2037.2913999999992,1524.3117999999995,,not_top50,,00000000000100001,111110110110011011000000000000100001,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,000001111000011010110111010000000000,0000011110000110101,1,0.000244140625,1689.9046999999991,963.1835999999998,,not_top50,,01000111110000000,000001111000011010101000111110000000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,011110001010010100100010110000000000,0111100010100101001,1,0.000244140625,2365.902799999999,1767.426599999999,,not_top50,,10100000000100000,011110001010010100110100000000100000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,111000000010001001100010110000000000,1110000000100010011,1,0.000244140625,1074.3012999999994,475.8250999999998,,not_top50,,00100000010100101,111000000010001001100100000010100101,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,100000100001001000011010110000000000,1000001000010010000,1,0.000244140625,695.9347999999998,482.1932999999999,,not_top50,,11010111110000000,100000100001001000011010111110000000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,101001111110101100100000001000000000,1010011111101011001,1,0.000244140625,1693.5555999999997,1479.8140999999991,,not_top50,,10000100000101000,101001111110101100110000100000101000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,000010111000000000010000001000000000,0000101110000000000,1,0.000244140625,569.8798999999998,227.8934999999999,,not_top50,,11001111110000000,000010111000000000011001111110000000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,100010011110000011111000001000000000,1000100111100000111,1,0.000244140625,1523.7754999999993,1139.0407999999998,,not_top50,,01100000010000111,100010011110000011101100000010000111,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,000111000110001110111010001000000000,0001110001100011101,1,0.000244140625,1435.9863999999993,1136.7482999999995,,not_top50,,00000000000001000,000111000110001110100000000000001000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,001010010100111000111000101000000000,0010100101001110001,1,0.000244140625,954.7984999999995,655.5603999999996,,not_top50,,10100100011000000,001010010100111000110100100011000000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,010110011000110101001100101000000000,0101100110001101010,1,0.000244140625,953.1499999999995,696.6601999999997,,not_top50,,00100001010000010,010110011000110101000100001010000010,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,000010010000010111001100101000000000,0000100100000101110,1,0.000244140625,1210.2853999999998,953.7955999999999,,not_top50,,01110101011000010,000010010000010111001110101011000010,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,110001111011010010001110101000000000,1100011110110100100,1,0.000244140625,1139.8806999999997,712.3976999999999,,not_top50,,00000001000101000,110001111011010010000000001000101000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,101101011100101100011101101000000000,1011010111001011000,1,0.000244140625,1428.8772999999992,1001.3942999999999,,not_top50,,10000100010100000,101101011100101100010000100010100000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,000101000000011101011101101000000000,0001010000000111010,1,0.000244140625,1417.9993999999997,990.5164,,not_top50,,00010101010000000,000101000000011101000010101010000000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,100011101101001000111011101000000000,1000111011010010001,1,0.000244140625,1139.3277999999998,840.0896999999998,,not_top50,,11000111110000000,100011101101001000111000111110000000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,100011011100111100101000011000000000,1000110111001111001,1,0.000244140625,1514.9504999999995,1301.2089999999994,,not_top50,,11000101011000000,100011011100111100111000101011000000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,000001011011110100000100011000000000,0000010110111101000,1,0.000244140625,875.6839999999997,576.4458999999999,,not_top50,,11000000010001000,000001011011110100011000000010001000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,001111111100111000111010011000000000,0011111111001110001,1,0.000244140625,1436.3042999999993,1094.3178999999993,,not_top50,,10000111000100000,001111111100111000110000111000100000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,101010011010011100110011011000000000,1010100110100111001,1,0.000244140625,2107.101599999999,1508.6253999999992,,not_top50,,10100000010000000,101010011010011100110100000010000000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,111010111101101100101010111000000000,1110101111011011001,1,0.000244140625,1140.6675999999998,713.1845999999999,,not_top50,,10000101010100000,111010111101101100110000101010100000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,000000010110001001101001111000000000,0000000101100010011,1,0.000244140625,830.4596999999994,402.9766999999998,,not_top50,,01100000010000101,000000010110001001101100000010000101,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,000000001010101001100100000100000000,0000000010101010011,1,0.000244140625,698.6907999999997,484.9492999999999,,not_top50,,01100000010000101,000000001010101001101100000010000101,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,110111001000100100011100000100000000,1101110010001001000,1,0.000244140625,691.5881999999997,435.09839999999997,,not_top50,,10000001010100000,110111001000100100010000001010100000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,010010000000100000101010000100000000,0100100000001000001,1,0.000244140625,601.5050999999997,259.5186999999999,,not_top50,,10111001011000000,010010000000100000110111001011000000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,111011101000001001010110000100000000,1110111010000010010,1,0.000244140625,1167.5978999999998,611.8699999999999,,not_top50,,00000101010110101,111011101000001001000000101010110101,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,010011100110010100010001000100000000,0100111001100101000,1,0.000244140625,1433.7607999999996,1220.0192999999995,,not_top50,,10000001000101000,010011100110010100010000001000101000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,001101001010001100100101000100000000,0011010010100011001,1,0.000244140625,1852.9952999999991,1425.5122999999996,,not_top50,,10000000000101000,001101001010001100110000000000101000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,011000000000001110110101000100000000,0110000000000011101,1,0.000244140625,1636.6051999999995,1080.8772999999999,,not_top50,,00110000011100000,011000000000001110100110000011100000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,100011100100100100100000100100000000,1000111001001001001,1,0.000244140625,828.1646999999998,614.4232,,not_top50,,11000111110000000,100011100100100100111000111110000000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,101111001000100101000100100100000000,1011110010001001010,1,0.000244140625,650.1838999999998,393.6940999999998,,not_top50,,00000100010100110,101111001000100101000000100010100110,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,000011001010100000001100100100000000,0000110010101000000,1,0.000244140625,910.2592999999995,611.0211999999997,,not_top50,,11001000010001000,000011001010100000011001000010001000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,000010000000000000000000010100000000,0000100000000000000,1,0.000244140625,601.4761999999997,216.74149999999992,,not_top50,,11111101011000000,000010000000000000011111101011000000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,001111011110001010011000010100000000,0011110111100010100,1,0.000244140625,1782.9346999999993,1355.4516999999996,,not_top50,,00000000000101000,001111011110001010000000000000101000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,110110011100010110010100110100000000,1101100111000101100,1,0.000244140625,1521.2518999999995,1264.7620999999997,,not_top50,,00100001010000000,110110011100010110000100001010000000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,000100000010011110000010110100000000,0001000000100111100,1,0.000244140625,1939.987999999999,1640.7498999999991,,not_top50,,00100000000000000,000100000010011110000100000000000000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,000001110001001000000001110100000000,0000011100010010000,1,0.000244140625,827.1796999999997,570.6898999999999,,not_top50,,11010111110000000,000001110001001000011010111110000000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,100000100000100000000000001100000000,1000001000001000000,1,0.000244140625,731.6800999999997,346.9453999999998,,not_top50,,11011111110000000,100000100000100000011011111110000000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,101010000000010010001100001100000000,1010100000000100100,1,0.000244140625,862.7348999999996,392.50359999999984,,not_top50,,00110100011000000,101010000000010010000110100011000000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,111100110010000011100001001100000000,1111001100100000111,1,0.000244140625,1427.5191999999993,1042.7844999999998,,not_top50,,00000000000100111,111100110010000011100000000000100111,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,100000000010001010001011001100000000,1000000000100010100,1,0.000244140625,908.8962999999995,481.4132999999997,,not_top50,,01100000010000000,100000000010001010001100000010000000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,100000001010010000000000101100000000,1000000010100100000,1,0.000244140625,1036.2431999999994,651.5084999999997,,not_top50,,11100000010000000,100000001010010000011100000010000000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,010000100111000011100100101100000000,0100001001110000111,1,0.000244140625,847.7605999999997,591.2708,,not_top50,,00000001000000111,010000100111000011100000001000000111,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,110010000000100100000010101100000000,1100100000001001000,1,0.000244140625,599.7760999999998,257.7897,,not_top50,,10110001011000000,110010000000100100010110001011000000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,000100110110001011011011101100000000,0001001101100010110,1,0.000244140625,1441.007399999999,885.2794999999999,,not_top50,,00000101000000101,000100110110001011000000101000000101,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,001000000000111010110011011100000000,0010000000001110101,1,0.000244140625,1422.3027999999995,781.0782999999999,,not_top50,,00110100011000000,001000000000111010100110100011000000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,101000110010011110001011011100000000,1010001100100111100,1,0.000244140625,2112.857599999999,1557.1296999999993,,not_top50,,00000100000000000,101000110010011110000000100000000000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,010010110000001100010000111100000000,0100101100000011000,1,0.000244140625,779.5682999999997,651.3233999999998,,not_top50,,10010101110000000,010010110000001100010010101110000000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,101000110000111111011100111100000000,1010001100001111110,1,0.000244140625,1683.3555999999994,1341.3691999999994,,not_top50,,00010111010000000,101000110000111111000010111010000000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,010000000000000001110010111100000000,0100000000000000011,1,0.000244140625,816.5795999999997,175.3551,,not_top50,,00111001011000111,010000000000000001100111001011000111,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,100001100000101010101101111100000000,1000011000001010101,1,0.000244140625,1081.4964999999997,739.5100999999997,,not_top50,,01010111110000000,100001100000101010101010111110000000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,001110000100110101010000000010000000,0011100001001101010,1,0.000244140625,871.1883999999993,700.1951999999995,,not_top50,,00100100010000010,001110000100110101000100100010000010,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,100001011110111111110000000010000000,1000010111101111111,1,0.000244140625,2039.6050999999993,1825.863599999999,,not_top50,,01000000010001000,100001011110111111101000000010001000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,000110110000000010101010000010000000,0001101100000000101,1,0.000244140625,656.2959999999996,228.81299999999987,,not_top50,,00010111100000000,000110110000000010100010111100000000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,000110000110100111011010000010000000,0001100001101001110,1,0.000244140625,1479.2276999999992,1008.9963999999995,,not_top50,,00100000000000110,000110000110100111000100000000000110,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,000101001000001000110000100010000000,0001010010000010001,1,0.000244140625,480.38679999999977,437.6384999999998,,not_top50,,10000101010000000,000101001000001000110000101010000000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,101101000100111000110000100010000000,1011010001001110001,1,0.000244140625,909.1726999999995,866.4243999999999,,not_top50,,10000100010100000,101101000100111000110000100010100000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,100111000000011101000100100010000000,1001110000000111010,1,0.000244140625,987.5163999999999,859.2714999999998,,not_top50,,00010101010000000,100111000000011101000010101010000000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,001111100010001111100100100010000000,0011111000100011111,1,0.000244140625,1560.8461999999995,1176.1114999999995,,not_top50,,00000100000101100,001111100010001111100000100000101100,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,010001111001010000010110100010000000,0100011110010100000,1,0.000244140625,961.5454999999997,576.8108000000002,,not_top50,,10000101110100000,010001111001010000010000101110100000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,110100111100000100111110100010000000,1101001111000001001,1,0.000244140625,1304.7403999999992,791.7608,,not_top50,,10000101100000000,110100111100000100110000101100000000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,101111111010110010111011100010000000,1011111110101100101,1,0.000244140625,1518.5858999999991,877.3613999999998,,not_top50,,00000100000101000,101111111010110010100000100000101000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,101001101000100010011010010010000000,1010011010001000100,1,0.000244140625,1086.8893999999996,830.3995999999997,,not_top50,,00000111010100000,101001101000100010000000111010100000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,011101110110011101100110010010000000,0111011101100111011,1,0.000244140625,2889.5383999999985,2248.3138999999987,,not_top50,,00000000000111000,011101110110011101100000000000111000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,000010101010011101011101010010000000,0000101010100111010,1,0.000244140625,1731.6189999999997,1346.8842999999995,,not_top50,,01000101000000000,000010101010011101001000101000000000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,101000011000111001001011010010000000,1010000110001110010,1,0.000244140625,778.6142999999996,436.6278999999999,,not_top50,,00100100011000001,101000011000111001000100100011000001,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,000000111000010100100111010010000000,0000001110000101001,1,0.000244140625,1213.1143999999995,700.1348,,not_top50,,11000111110000000,000000111000010100111000111110000000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,010001000000100101100001001010000000,0100010000001001011,1,0.000244140625,475.8641999999998,219.3743999999999,,not_top50,,00010001011100110,010001000000100101100010001011100110,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,000101001000111101001011001010000000,0001010010001111010,1,0.000244140625,1253.1991999999996,911.2127999999996,,not_top50,,00000101010000000,000101001000111101000000101010000000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,000100011000011110100000101010000000,0001000110000111101,1,0.000244140625,1643.5908999999992,1600.8425999999995,,not_top50,,00100101010000000,000100011000011110100100101010000000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,000010000010101010110010101010000000,0000100000101010101,1,0.000244140625,783.6513999999995,527.1615999999997,,not_top50,,01100000010000000,000010000010101010101100000010000000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,110011000110111011001110101010000000,1100110001101110110,1,0.000244140625,1690.183599999999,1177.2039999999997,,not_top50,,00000000010101001,110011000110111011000000000010101001,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,001000000110010010011101101010000000,0010000001100100100,1,0.000244140625,1220.7902999999994,836.0555999999996,,not_top50,,00100000010000000,001000000110010010000100000010000000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,001111001010110110100000011010000000,0011110010101101101,1,0.000244140625,1688.8910999999994,1389.6529999999993,,not_top50,,00000000000101000,001111001010110110100000000000101000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,001100010110011111111100011010000000,0011000101100111111,1,0.000244140625,2293.0642999999986,1822.832999999999,,not_top50,,00100000000000000,001100010110011111100100000000000000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,000110000010001100110010011010000000,0001100000100011001,1,0.000244140625,949.0480999999996,735.3065999999997,,not_top50,,10100000000000000,000110000010001100110100000000000000,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,011111010101000011111110011010000000,0111110101010000111,1,0.000244140625,1694.5779999999995,882.3602999999997,,not_top50,,00000000010110111,011111010101000011100000000010110111,false
QAOA_direct_full_qubo_IBM_handoff,hardware,ibm_fez,1,92001,d8qra7ekodhs7383ln60,000100011010110100000000111010000000,0001000110101101000,1,0.000244140625,1211.6298999999995,869.6434999999997,,not_top50,,10100000000000000,000100011010110100010100000000000000,false
